016096529/02/256301/09/2566403203  16330.00 710000.00
016096529/02/256331/03/2563403203   1831.00   9000.00
018287229/02/256301/11/2568403203   4982.00 320000.00
018287229/02/256301/01/2572403203   8134.00 700000.00
130334429/02/256301/10/2571403203   6271.00 520000.00
018874729/02/256301/10/2572403203   8482.00 730000.00
018919329/02/256301/09/2571403203   8720.00 690000.00
018919329/02/256330/07/2563403203      0.00  15000.00
130284529/02/256331/10/2567403203   2723.00 140000.00
130284529/02/256329/06/2563403203      0.00  10000.00
018541029/02/256301/05/2571403203   3931.00 300000.00
018843629/02/256301/01/2571403203   8018.00 690000.00
018298729/02/256301/09/2570403203  10243.00 770000.00
018298729/02/256301/05/2563403203   2034.00  10000.00
018936329/02/256301/07/2572403203   7320.00 630000.00
018278129/02/256301/11/2571403203   9760.00 840000.00
017792029/02/256301/10/2572403203  10109.00 870000.00
017792029/02/256330/10/2563403203      0.00  55000.00
124289929/02/256331/03/2566403203   7274.00 570000.00
017783929/02/256301/05/2563403203   1831.00   9000.00
017783929/02/256301/08/2569403203   8307.00 560000.00
130384929/02/256301/03/2572403203   8134.00 700000.00
130075629/02/256301/06/2572403203   8831.00 760000.00
018861829/02/256331/01/2570403203   7284.00 620000.00
130458229/02/256301/09/2570403203   7848.00 590000.00
130187729/02/256301/09/2567403203  12417.00 700000.00
130187729/02/256301/03/2563403203   1775.00   7000.00
013518029/02/256329/11/2570403203   3937.00 320000.00
013518029/02/256301/03/2563403203   8642.00 100000.00
130405129/02/256301/05/2570403203   1725.00 130000.00
130405129/02/256301/06/2563403203   4759.00  28000.00
018253529/02/256301/10/2571403203   9063.00 780000.00
018253529/02/256329/09/2563403203      0.00  50000.00
018202829/02/256331/08/2572403203   9296.00 800000.00
018934929/02/256301/01/2565403203   1407.00  45730.00
016862029/02/256301/08/2571403203   8366.00 720000.00
127995729/02/256301/09/2565403203  12443.00 680000.00
127995729/02/256301/05/2563403203   3230.00  19000.00
018896729/02/256301/09/2572403203   8417.00 720000.00
013179429/02/256301/08/2571403203   4921.00 400000.00
013179429/02/256331/10/2563403203  10370.00 120000.00
130274229/02/256301/01/2572403203   8366.00 720000.00
017798229/02/256301/12/2563403203   7657.00 600000.00
130289529/02/256301/08/2563403203   5769.00  45000.00
130289529/02/256301/05/2572403203   7320.00 630000.00
053941529/02/256301/10/2564403203  10344.00 800000.00
018838329/02/256331/05/2570403203   2123.00 160000.00
018838329/02/256301/06/2563403203   2890.00  17000.00
018855329/02/256301/08/2563403203   5769.00  45000.00
018855329/02/256301/08/2570403203   1977.00 149000.00
129762429/02/256301/11/2563403203   8388.00 640000.00
013256629/02/256331/05/2564403203   7657.00 600000.00
018304629/02/256301/01/2570403203   1725.00 130000.00
018304629/02/256301/09/2563403203   6404.00  50000.00
129820229/02/256301/07/2568403203   9218.00 720000.00
129820229/02/256331/05/2579403203   7497.001000000.00
120005929/02/256329/08/2571403203  10295.00 870000.00
130314829/02/256301/09/2570403203   9549.00 690000.00
016393129/02/256301/12/2568403203   3634.00 280000.00
110179629/02/256331/01/2572403203   7553.00 650000.00
110179629/02/256301/07/2563403203   5114.00  35000.00
130067729/02/256301/11/2572403203   8482.00 730000.00
016443029/02/256301/07/2563403203   3400.00  20000.00
016443029/02/256301/11/2570403203  10220.00 870000.00
120007329/02/256301/10/2566403203   9568.00 720000.00
018308429/02/256301/10/2572403203   8482.00 730000.00
124065729/02/256301/10/2571403203   9528.00 820000.00
124065729/02/256301/07/2563403203   5769.00  45000.00
101433329/02/256301/05/2568403203   9090.00 710000.00
018912929/02/256301/11/2570403203   7988.00 680000.00
018912929/02/256301/06/2563403203   3230.00  19000.00
124416029/02/256301/09/2567403203  11190.00 600000.00
013500129/02/256331/07/2565403203   8677.00 310000.00
013500129/02/256301/03/2563403203   1349.00   4000.00
019980129/02/256301/07/2572403203   7785.00 670000.00
019980129/02/256329/06/2563403203      0.00  10000.00
018250929/02/256301/05/2571403203   9063.00 780000.00
130441529/02/256301/09/2563403203   5769.00  45000.00
130441529/02/256331/08/2572403203   8598.00 740000.00
124046329/02/256329/01/2573403203      0.001020000.00
014843629/02/256301/03/2563403203   5114.00  35000.00
014843629/02/256329/05/2571403203   4841.00 410000.00
016352729/02/256331/08/2571403203  13301.001110000.00
016352729/02/256331/08/2563403203   7219.00  70000.00
130346129/02/256301/01/2571403203   8018.00 690000.00
129729629/02/256301/03/2571403203   8598.00 740000.00
129729629/02/256301/07/2563403203   6410.00  50000.00
133096929/02/256301/09/2566403203  22946.00 910000.00
013254229/02/256301/10/2563403203  12879.00 720000.00
013254229/02/256331/10/2563403203   7778.00  90000.00
013557029/02/256329/05/2571403203      0.00 250000.00
013557029/02/256301/05/2563403203   7521.00  80000.00
110157629/02/256301/09/2571403203  10363.00 820000.00
136560329/02/256301/01/2565403203   1463.00  47550.00
130063929/02/256331/05/2565403203   7402.00 580000.00
082586429/02/256301/09/2566403203  12608.00 500000.00
110259429/02/256331/03/2568403203   3172.00 190000.00
110259429/02/256301/06/2563403203   3400.00  20000.00
016980629/02/256301/09/2567403203  13974.00 900000.00
130025129/02/256331/08/2567403203  16535.00 840000.00
130343529/02/256301/11/2571403203   8598.00 740000.00
018309629/02/256301/05/2571403203   9296.00 800000.00
130022529/02/256301/08/2572403203   9296.00 800000.00
130407529/02/256301/03/2572403203   7320.00 630000.00
130407529/02/256329/07/2563403203      0.00  26000.00
129690529/02/256301/07/2571403203   9296.00 800000.00
018907629/02/256329/07/2563403203      0.00  26000.00
018907629/02/256301/08/2570403203   1725.00 130000.00
017530029/02/256301/10/2571403203   6275.00 540000.00
014084829/02/256301/09/2563403203   5769.00  45000.00
014084829/02/256301/09/2566403203  12705.00 880000.00
014084829/02/256331/03/2565403203   3574.00 150000.00
120004729/02/256301/09/2568403203  11357.00 730000.00
018902629/02/256331/08/2572403203   8831.00 760000.00
018900229/02/256331/01/2572403203   8018.00 690000.00
018310129/02/256301/07/2572403203   9528.00 820000.00
018310129/02/256301/05/2563403203   5844.00  40000.00
129697929/02/256301/08/2568403203  13728.00 820000.00
018882629/02/256301/11/2572403203   8831.00 760000.00
018882629/02/256301/03/2563403203   5844.00  40000.00
130019629/02/256331/03/2568403203   8322.00 650000.00
016410529/02/256301/10/2570403203  11844.001020000.00
016410529/02/256301/06/2563403203   7219.00  70000.00
018139729/02/256301/06/2571403203   8482.00 730000.00
082553929/02/256331/08/2563403203  19832.00 610000.00
018289629/02/256301/05/2563403203   4420.00  26000.00
018289629/02/256301/11/2571403203   9063.00 780000.00
012994729/02/256301/01/2568403203   1838.00  94500.00
012994729/02/256331/03/2563403203  11997.00 270000.00
018152929/02/256329/01/2566403203   8168.00 640000.00
018930129/02/256331/05/2566403203   1936.00  82000.00
018295129/02/256331/01/2570403203   8223.00 700000.00
016683029/02/256331/08/2564403203   6253.00 140000.00
016683029/02/256329/06/2563403203      0.00  10000.00
016683029/02/256331/07/2574403203   5281.00 577000.00
129686429/02/256331/08/2572403203  11253.00 980000.00
129686429/02/256330/08/2563403203      0.00  35000.00
018894329/02/256301/10/2572403203   7320.00 630000.00
200903629/02/256301/01/2572403203   9063.00 780000.00
019710229/02/256331/01/2572403203   7901.00 680000.00
019710229/02/256331/10/2570403203   3818.00 300000.00
018220029/02/256329/11/2571403203   7088.00 610000.00
129928229/02/256301/10/2565403203   2820.00 200000.00
130068929/02/256301/02/2565403203   4651.00 350000.00
130068929/02/256329/07/2564403203   2015.00  55470.00
018854129/02/256301/06/2571403203   7437.00 640000.00
016845029/02/256301/07/2567403203   5609.00 420000.00
110202529/02/256330/05/2572403203      0.00 450000.00
130202729/02/256331/07/2571403203   5789.00 480000.00
018922229/02/256331/01/2572403203   9760.00 840000.00
018922229/02/256331/05/2563403203   5114.00  35000.00
018884029/02/256301/10/2571403203   6030.00 500000.00
018224829/02/256329/11/2571403203   8018.00 690000.00
201520529/02/256331/07/2571403203   6271.00 520000.00
201520529/02/256301/10/2566403203   1270.00  53260.00
201520529/02/256301/03/2563403203   1522.00   6000.00
018283429/02/256331/08/2572403203   8482.00 730000.00
129859929/02/256331/08/2570403203   8064.00 620000.00
201497629/02/256301/11/2572403203   6739.00 580000.00
200708829/02/256301/11/2572403203   9760.00 840000.00
018290129/02/256301/09/2572403203   8533.00 730000.00
202899129/02/256331/01/2571403203   3891.00 310000.00
202899129/02/256301/07/2563403203   4247.00  25000.00
201500929/02/256301/08/2567403203   2795.00 200000.00
130138429/02/256301/09/2566403203  15233.00 730000.00
201506129/02/256301/10/2572403203   6623.00 570000.00
201506129/02/256329/07/2563403203      0.00  21000.00
201498829/02/256301/03/2569403203   3969.00 300000.00
201511429/02/256301/12/2565403203   2148.00 140000.00
201744729/02/256301/09/2564403203   7173.00 370000.00
090265029/02/256301/08/2563403203   6410.00  50000.00
090265029/02/256329/01/2567403203      0.00  62000.00
201536029/02/256301/05/2571403203   6030.00 500000.00
201502329/02/256331/08/2572403203   6739.00 580000.00
130318629/02/256301/11/2572403203   8831.00 760000.00
130318629/02/256329/07/2563403203      0.00  23000.00
201492629/02/256301/08/2571403203   6275.00 540000.00
202378329/02/256331/08/2572403203   6507.00 560000.00
120024329/02/256301/09/2570403203   8146.00 640000.00
201524329/02/256331/07/2570403203   4844.00 350000.00
201617029/02/256329/11/2572403203      0.00 570000.00
201755229/02/256301/05/2563403203   4590.00  27000.00
201743529/02/256329/11/2572403203      0.00 540000.00
201759029/02/256301/11/2571403203   4770.00 380000.00
201518829/02/256301/02/2571403203   6150.00 510000.00
201493829/02/256301/01/2572403203   6507.00 560000.00
201523129/02/256331/08/2565403203   5093.00 250000.00
200571729/02/256301/10/2564403203   5976.00 300000.00
201776029/02/256301/03/2563403203   4420.00  26000.00
201777229/02/256301/05/2563403203   2210.00  13000.00
018837129/02/256331/07/2571403203   5909.00 490000.00
018921029/02/256301/03/2572403203   7204.00 620000.00
201753829/02/256301/05/2572403203   5668.00 470000.00
201499029/02/256301/07/2571403203   4644.00 370000.00
202696729/02/256301/11/2571403203   6271.00 520000.00
013592229/02/256331/10/2563403203   8642.00 100000.00
122552829/02/256301/08/2572403203  10232.00 870000.00
203045129/02/256329/01/2564403203      0.00  76000.00
018876129/02/256331/03/2572403203   8366.00 720000.00
129917729/02/256331/05/2570403203   1216.00  90000.00
129917729/02/256301/04/2563403203   1349.00   4000.00
016058729/02/256301/08/2565403203   3436.00 120000.00
018917929/02/256301/05/2571403203   3669.00 280000.00
201526729/02/256301/07/2566403203   2384.00 100000.00
202478729/02/256301/08/2567403203   1146.00  58180.00
201510229/02/256331/08/2570403203   4519.00 360000.00
018194529/02/256301/10/2571403203   4644.00 370000.00
019684729/02/256301/11/2572403203   9528.00 820000.00
201732029/02/256301/11/2571403203   4519.00 360000.00
201490229/02/256301/06/2563403203   3400.00  20000.00
201085329/02/256301/07/2563403203   3060.00  18000.00
201754029/02/256331/01/2571403203   3891.00 310000.00
129987829/02/256301/09/2568403203   1753.00 100000.00
201751429/02/256329/07/2563403203      0.00  28000.00
201762929/02/256301/06/2563403203   3400.00  20000.00
014799929/02/256331/03/2570403203  12604.001110000.00
130282129/02/256301/10/2571403203   9528.00 820000.00
019148329/02/256301/05/2572403203   9063.00 780000.00
019148329/02/256301/06/2563403203   5769.00  45000.00
013562329/02/256301/10/2567403203   4455.00 340000.00
058317929/02/256301/09/2564403203  19289.00 820000.00
058317929/02/256329/10/2563403203      0.00  60000.00
017579029/02/256331/08/2572403203   8366.00 720000.00
018094129/02/256331/01/2572403203   6391.00 550000.00
018094129/02/256301/04/2563403203   5099.00  30000.00
015617229/02/256301/01/2579403203  15808.002000000.00
015617229/02/256301/10/2568403203   5926.00 350000.00
015664129/02/256301/08/2566403203  11485.00 900000.00
203005929/02/256301/09/2570403203   3931.00 300000.00
203005929/02/256329/07/2563403203      0.00  26000.00
090909829/02/256301/05/2563403203   4929.00  29000.00
090909829/02/256329/08/2564403203  40177.001140000.00
100298829/02/256301/09/2564403203  15607.00 520000.00
100298829/02/256301/06/2563403203   3400.00  20000.00
133011529/02/256301/09/2569403203   5141.00 400000.00
109443629/02/256301/09/2569403203  13095.00 850000.00
106397029/02/256331/08/2571403203  11743.00 980000.00
108630029/02/256331/01/2572403203  10922.00 940000.00
104861929/02/256301/08/2563403203   5769.00  45000.00
097534629/02/256301/03/2567403203   3696.00 190000.00
125948829/02/256329/08/2566403203  13774.00 650000.00
125948829/02/256301/07/2576403203   6279.00 740000.00
094967229/02/256301/10/2565403203  10659.00 750000.00
094967229/02/256301/07/2563403203   3227.00  19000.00
108571029/02/256301/09/2570403203   9927.00 840000.00
109445029/02/256301/10/2566403203   8664.00 670000.00
125568829/02/256301/10/2571403203   9760.00 840000.00
094980429/02/256301/08/2567403203  14171.00 730000.00
096059729/02/256331/07/2563403203   7521.00  80000.00
100155629/02/256301/07/2565403203   9571.00 750000.00
100155629/02/256301/09/2563403203   6404.00  50000.00
104120729/02/256329/08/2568403203  11471.00 730000.00
101740229/02/256301/10/2564403203   7019.00 550000.00
102406529/02/256331/08/2566403203  13440.00 730000.00
047365929/02/256301/10/2563403203  10548.00 630000.00
126640529/02/256301/10/2566403203   8405.00 650000.00
090739929/02/256301/09/2565403203  21388.001110000.00
090739929/02/256301/06/2563403203   7051.00  75000.00
102615429/02/256331/08/2565403203  15076.00 740000.00
052190129/02/256301/09/2564403203  13694.00 400000.00
052190129/02/256331/08/2563403203   7778.00  90000.00
126850629/02/256301/10/2572403203   9760.00 840000.00
099005929/02/256331/08/2570403203   9586.00 800000.00
106403929/02/256301/09/2568403203  12221.00 730000.00
054612129/02/256301/03/2566403203   9954.00 780000.00
109446229/02/256331/10/2572403203  12172.001060000.00
109446229/02/256301/09/2563403203   5769.00  45000.00
097521729/02/256329/08/2568403203  11471.00 730000.00
097521729/02/256301/05/2563403203   2550.00  15000.00
099004729/02/256331/08/2565403203  17464.00 610000.00
098938529/02/256301/10/2564403203   3410.00 200000.00
101729429/02/256330/05/2571403203      0.00 200000.00
138284529/02/256301/11/2572403203  10922.00 940000.00
018404029/02/256301/07/2579403203   6522.00 860000.00
018404029/02/256331/07/2570403203   2700.00 210000.00
052201029/02/256301/10/2563403203   8147.00 600000.00
133025629/02/256301/03/2568403203   9090.00 710000.00
100144129/02/256329/08/2564403203  19032.00 540000.00
100144129/02/256329/07/2563403203      0.00  18000.00
106847529/02/256329/08/2568403203  11471.00 730000.00
097572429/02/256301/08/2568403203   8322.00 650000.00
100141529/02/256301/09/2566403203  17866.00 830000.00
100141529/02/256329/07/2563403203      0.00  19000.00
098947629/02/256331/08/2567403203  21470.001060000.00
112181329/02/256331/07/2570403203   9964.00 720000.00
108612829/02/256301/01/2569403203   1459.00 110000.00
108612829/02/256329/07/2563403203      0.00  30000.00
104102529/02/256331/08/2565403203   3054.00 100000.00
100172629/02/256301/09/2568403203  15965.00 900000.00
101187429/02/256301/12/2567403203  11103.00 870000.00
101187429/02/256301/06/2563403203   7051.00  75000.00
101762229/02/256301/10/2563403203  16432.00 820000.00
101189829/02/256301/06/2563403203   7051.00  75000.00
109629029/02/256331/08/2565403203  13964.00 510000.00
106401529/02/256301/09/2569403203   9381.00 760000.00
106401529/02/256301/07/2563403203   4077.00  24000.00
200983029/02/256301/10/2572403203   6391.00 550000.00
200983029/02/256331/08/2565403203   1624.00  82000.00
201220329/02/256331/08/2572403203   6275.00 540000.00
201151029/02/256331/05/2565403203   3471.00 250000.00
201202129/02/256301/06/2563403203   3570.00  21000.00
201202129/02/256301/03/2572403203   6507.00 560000.00
201156029/02/256331/12/2570403203   3800.00 290000.00
201198629/02/256301/03/2572403203   6507.00 560000.00
201198629/02/256329/04/2563403203      0.00   4000.00
201199829/02/256329/07/2563403203      0.00  25000.00
201199829/02/256301/03/2572403203   6507.00 560000.00
200699329/02/256301/10/2565403203   1955.00  82000.00
201148129/02/256301/10/2569403203   5971.00 490000.00
201221529/02/256301/10/2572403203   6275.00 540000.00
201194829/02/256331/08/2572403203   6391.00 550000.00
201195029/02/256301/07/2571403203   6271.00 520000.00
201195029/02/256301/11/2563403203   1117.00  20000.00
201195029/02/256301/05/2563403203   1628.00   8000.00
202811129/02/256301/04/2583403203   4039.00 560000.00
202811129/02/256301/12/2565403203   1191.00  39000.00
201207129/02/256301/06/2572403203   6507.00 560000.00
201207129/02/256331/08/2565403203   1629.00  82220.00
201207129/02/256301/07/2563403203   2550.00  15000.00
201160129/02/256301/04/2570403203   6093.00 500000.00
201160129/02/256329/07/2563403203      0.00  15000.00
201165129/02/256331/12/2569403203   5971.00 490000.00
201163729/02/256331/07/2570403203   6030.00 500000.00
202810929/02/256301/12/2571403203   6150.00 510000.00
201067129/02/256301/08/2572403203   6159.00 530000.00
201065729/02/256301/07/2571403203   5021.00 400000.00
201154629/02/256301/04/2572403203   5668.00 470000.00
202357529/02/256301/10/2572403203   6739.00 580000.00
202348429/02/256301/10/2572403203   6507.00 560000.00
202348429/02/256301/08/2566403203   1736.00  88160.00
202356329/02/256301/07/2571403203   5427.00 450000.00
202356329/02/256330/06/2563403203      0.00   8000.00
201225329/02/256301/07/2570403203   5427.00 450000.00
201193629/02/256301/09/2566403203   3530.00 200000.00
202329029/02/256301/11/2571403203   6507.00 560000.00
202329029/02/256301/01/2572403203   3254.00 280000.00
202343429/02/256330/01/2568403203      0.00  65000.00
201184529/02/256301/02/2572403203   6271.00 520000.00
202328829/02/256329/05/2571403203   5789.00 480000.00
201182129/02/256301/10/2572403203   6275.00 540000.00
202354929/02/256329/05/2569403203   2621.00 200000.00
202354929/02/256329/07/2563403203      0.00  13000.00
201223929/02/256301/11/2569403203   5118.00 420000.00
202342229/02/256329/11/2570403203   5021.00 400000.00
202342229/02/256301/06/2563403203   2550.00  15000.00
202340829/02/256301/03/2572403203   6507.00 560000.00
202340829/02/256301/01/2572403203   3254.00 280000.00
201189529/02/256329/11/2572403203      0.00 550000.00
201222729/02/256329/05/2571403203   6271.00 520000.00
201191229/02/256301/10/2571403203   6271.00 520000.00
202353729/02/256301/10/2570403203   4142.00 330000.00
202352529/02/256301/10/2570403203   3538.00 270000.00
202333129/02/256301/04/2569403203   2646.00 200000.00
202333129/02/256331/08/2566403203   1661.00  84360.00
